id,name,tags,rule
corpus-titled-sand-tarts,Sand Tarts,dessert,dessert
corpus-titled-shrimp-mold,Shrimp Mold,"dinner,lunch",default main → lunch + dinner
corpus-titled-caramel-sauce,Caramel Sauce,"dinner,lunch",default main → lunch + dinner
corpus-titled-shrimp-casserole,Shrimp Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-sweet-and-sour-sauce,Sweet And Sour Sauce,"dinner,lunch",default main → lunch + dinner
corpus-titled-dip,Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-date-balls,Date Balls,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-a-la-king,Chicken A La King,"dinner,lunch",default main → lunch + dinner
corpus-titled-caramel-frosting,Caramel Frosting,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheese-puffs,Cheese Puffs,"dinner,lunch",default main → lunch + dinner
corpus-titled-lemonade,Lemonade,"dinner,lunch",default main → lunch + dinner
corpus-titled-scones,Scones,"dinner,lunch",default main → lunch + dinner
corpus-titled-fantasy-fudge,Fantasy Fudge,dessert,dessert
corpus-titled-white-chicken-chili,White Chicken Chili,"dinner,lunch",default main → lunch + dinner
corpus-titled-24-hour-salad,24 Hour Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-crepes,Crepes,"dinner,lunch",default main → lunch + dinner
corpus-titled-eclair-cake,Eclair Cake,dessert,dessert
corpus-titled-chicken-stew,Chicken Stew,"dinner,lunch",default main → lunch + dinner
corpus-titled-shrimp-spread,Shrimp Spread,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-icing,Chocolate Icing,"dinner,lunch",default main → lunch + dinner
corpus-titled-popcorn-cake,Popcorn Cake,dessert,dessert
corpus-titled-oatmeal-muffins,Oatmeal Muffins,breakfast,breakfast
corpus-titled-chinese-chicken-salad,Chinese Chicken Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-sourdough-bread,Sourdough Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-seafood-gumbo,Seafood Gumbo,"dinner,lunch",default main → lunch + dinner
corpus-titled-barbecued-chicken,Barbecued Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-hot-potato-salad,Hot Potato Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-spinach-lasagna,Spinach Lasagna,"dinner,lunch",default main → lunch + dinner
corpus-titled-english-toffee,English Toffee,"dinner,lunch",default main → lunch + dinner
corpus-titled-caramels,Caramels,"dinner,lunch",default main → lunch + dinner
corpus-titled-bean-casserole,Bean Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-cherry-pie,Cherry Pie,dessert,dessert
corpus-titled-onion-soup,Onion Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-honey-bun-cake,Honey Bun Cake,dessert,dessert
corpus-titled-egg-casserole,Egg Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-spoon-rolls,Spoon Rolls,"dinner,lunch",default main → lunch + dinner
corpus-titled-slaw,Slaw,"dinner,lunch",default main → lunch + dinner
corpus-titled-au-gratin-potatoes,Au Gratin Potatoes,"dinner,lunch",default main → lunch + dinner
corpus-titled-fudge-brownies,Fudge Brownies,dessert,dessert
corpus-titled-cream-cheese-cookies,Cream Cheese Cookies,dessert,dessert
corpus-titled-butternut-squash-soup,Butternut Squash Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-swedish-meat-balls,Swedish Meat Balls,"dinner,lunch",default main → lunch + dinner
corpus-titled-elephant-stew,Elephant Stew,"dinner,lunch",default main → lunch + dinner
corpus-titled-strawberry-jello-salad,Strawberry Jello Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-sausage-bread,Sausage Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-snowballs,Snowballs,"dinner,lunch",default main → lunch + dinner
corpus-titled-wild-rice-casserole,Wild Rice Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-party-cheese-ball,Party Cheese Ball,"dinner,lunch",default main → lunch + dinner
corpus-titled-taffy-apple-salad,Taffy Apple Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-boiled-cookies,Boiled Cookies,dessert,dessert
corpus-titled-summer-salad,Summer Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-cookies,Chocolate Cookies,dessert,dessert
corpus-titled-soft-pretzels,Soft Pretzels,snack,strict snack
corpus-titled-crab-salad,Crab Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-pizza-burgers,Pizza Burgers,"dinner,lunch",default main → lunch + dinner
corpus-titled-crazy-cake,Crazy Cake,dessert,dessert
corpus-titled-yellow-squash-casserole,Yellow Squash Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-7-up-salad,7-Up Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-seafood-salad,Seafood Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-ranger-cookies,Ranger Cookies,dessert,dessert
corpus-titled-granola-bars,Granola Bars,snack,strict snack
corpus-titled-pizza-dip,Pizza Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-sweet-potatoes,Sweet Potatoes,"dinner,lunch",default main → lunch + dinner
corpus-titled-stroganoff,Stroganoff,"dinner,lunch",default main → lunch + dinner
corpus-titled-chop-suey,Chop Suey,"dinner,lunch",default main → lunch + dinner
corpus-titled-baklava,Baklava,dessert,dessert
corpus-titled-christmas-salad,Christmas Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-creamed-spinach,Creamed Spinach,"dinner,lunch",default main → lunch + dinner
corpus-titled-rhubarb-custard-pie,Rhubarb Custard Pie,dessert,dessert
corpus-titled-oatmeal-chocolate-chip-cookies,Oatmeal Chocolate Chip Cookies,dessert,dessert
corpus-titled-pumpkin-soup,Pumpkin Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-fresh-peach-pie,Fresh Peach Pie,dessert,dessert
corpus-titled-candied-yams,Candied Yams,"dinner,lunch",default main → lunch + dinner
corpus-titled-jalapeno-cornbread,Jalapeno Cornbread,"dinner,lunch",default main → lunch + dinner
corpus-titled-potato-candy,Potato Candy,dessert,dessert
corpus-titled-bruschetta,Bruschetta,"dinner,lunch",default main → lunch + dinner
corpus-titled-coconut-custard-pie,Coconut Custard Pie,dessert,dessert
corpus-titled-apple-crunch,Apple Crunch,"dinner,lunch",default main → lunch + dinner
corpus-titled-rum-balls,Rum Balls,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-delight,Chicken Delight,"dinner,lunch",default main → lunch + dinner
corpus-titled-pizza-crust,Pizza Crust,"dinner,lunch",default main → lunch + dinner
corpus-titled-barbecued-spareribs,Barbecued Spareribs,"dinner,lunch",default main → lunch + dinner
corpus-titled-strawberry-punch,Strawberry Punch,"dinner,lunch",default main → lunch + dinner
corpus-titled-rice-salad,Rice Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-sour-cream-cookies,Sour Cream Cookies,dessert,dessert
corpus-titled-jewish-apple-cake,Jewish Apple Cake,dessert,dessert
corpus-titled-scalloped-pineapple,Scalloped Pineapple,"dinner,lunch",default main → lunch + dinner
corpus-titled-macaroni-casserole,Macaroni Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-sour-cream-cake,Sour Cream Cake,dessert,dessert
corpus-titled-onion-rings,Onion Rings,"dinner,lunch",default main → lunch + dinner
corpus-titled-egg-nog,Egg Nog,snack,drink → snack
corpus-titled-crumb-cake,Crumb Cake,dessert,dessert
corpus-titled-congo-squares,Congo Squares,"dinner,lunch",default main → lunch + dinner
corpus-titled-milky-way-cake,Milky Way Cake,dessert,dessert
corpus-titled-pickled-okra,Pickled Okra,"dinner,lunch",default main → lunch + dinner
corpus-titled-oatmeal-bread,Oatmeal Bread,breakfast,breakfast
corpus-titled-corn-bread-salad,Corn Bread Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheese-spread,Cheese Spread,"dinner,lunch",default main → lunch + dinner
corpus-titled-vegetable-lasagna,Vegetable Lasagna,"dinner,lunch",default main → lunch + dinner
corpus-titled-crawfish-etouffee,Crawfish Etouffee,"dinner,lunch",default main → lunch + dinner
corpus-titled-frozen-cranberry-salad,Frozen Cranberry Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-green-bean-salad,Green Bean Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-pink-salad,Pink Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-zucchini-soup,Zucchini Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-pineapple-cookies,Pineapple Cookies,dessert,dessert
corpus-titled-pumpkin-cheesecake,Pumpkin Cheesecake,dessert,dessert
corpus-titled-peach-crisp,Peach Crisp,"dinner,lunch",default main → lunch + dinner
corpus-titled-beef-jerky,Beef Jerky,snack,strict snack
corpus-titled-chocolate-truffles,Chocolate Truffles,dessert,dessert
corpus-titled-oven-stew,Oven Stew,"dinner,lunch",default main → lunch + dinner
corpus-titled-5-cup-salad,5 Cup Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-caramel-brownies,Caramel Brownies,dessert,dessert
corpus-titled-cherry-cheese-pie,Cherry Cheese Pie,dessert,dessert
corpus-titled-pork-chops-and-rice,Pork Chops And Rice,"dinner,lunch",default main → lunch + dinner
corpus-titled-barbecue-beef,Barbecue Beef,"dinner,lunch",default main → lunch + dinner
corpus-titled-spinach-pie,Spinach Pie,dessert,dessert
corpus-titled-ham-rolls,Ham Rolls,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-noodle-casserole,Chicken Noodle Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-egg-drop-soup,Egg Drop Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-carrot-bread,Carrot Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-date-bars,Date Bars,"dinner,lunch",default main → lunch + dinner
corpus-titled-broccoli-bake,Broccoli Bake,"dinner,lunch",default main → lunch + dinner
corpus-titled-baked-chicken-breasts,Baked Chicken Breasts,"dinner,lunch",default main → lunch + dinner
corpus-titled-broccoli-cheese-casserole,Broccoli Cheese Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-wedding-punch,Wedding Punch,"dinner,lunch",default main → lunch + dinner
corpus-titled-brunch-casserole,Brunch Casserole,"breakfast,lunch",brunch → breakfast + lunch
corpus-titled-plum-cake,Plum Cake,dessert,dessert
corpus-titled-holiday-punch,Holiday Punch,"dinner,lunch",default main → lunch + dinner
corpus-titled-tomato-pie,Tomato Pie,dessert,dessert
corpus-titled-chicken-nuggets,Chicken Nuggets,"dinner,lunch",default main → lunch + dinner
corpus-titled-cavatini,Cavatini,"dinner,lunch",default main → lunch + dinner
corpus-titled-chili-con-queso,Chili Con Queso,"dinner,lunch",default main → lunch + dinner
corpus-titled-hello-dollies,Hello Dollies,"dinner,lunch",default main → lunch + dinner
corpus-titled-freezer-pickles,Freezer Pickles,"dinner,lunch",default main → lunch + dinner
corpus-titled-cashew-chicken,Cashew Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-jello-cake,Jello Cake,dessert,dessert
corpus-titled-ham-casserole,Ham Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-congo-bars,Congo Bars,"dinner,lunch",default main → lunch + dinner
corpus-titled-shortbread,Shortbread,"dinner,lunch",default main → lunch + dinner
corpus-titled-green-tomato-relish,Green Tomato Relish,"dinner,lunch",default main → lunch + dinner
corpus-titled-orange-chicken,Orange Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-strawberry-jam,Strawberry Jam,"dinner,lunch",default main → lunch + dinner
corpus-titled-breakfast-burritos,Breakfast Burritos,breakfast,breakfast
corpus-titled-m-m-cookies,M&M Cookies,dessert,dessert
corpus-titled-chicken-and-noodles,Chicken And Noodles,"dinner,lunch",default main → lunch + dinner
corpus-titled-italian-meatballs,Italian Meatballs,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-stock,Chicken Stock,"dinner,lunch",default main → lunch + dinner
corpus-titled-squash-pie,Squash Pie,dessert,dessert
corpus-titled-french-bread,French Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-baking-powder-biscuits,Baking Powder Biscuits,"dinner,lunch",default main → lunch + dinner
corpus-titled-blueberry-delight,Blueberry Delight,"dinner,lunch",default main → lunch + dinner
corpus-titled-brisket,Brisket,"dinner,lunch",default main → lunch + dinner
corpus-titled-scalloped-oysters,Scalloped Oysters,"dinner,lunch",default main → lunch + dinner
corpus-titled-pecan-pralines,Pecan Pralines,"dinner,lunch",default main → lunch + dinner
corpus-titled-zucchini-quiche,Zucchini Quiche,"dinner,lunch",default main → lunch + dinner
corpus-titled-chili-cheese-dip,Chili Cheese Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-tomato-soup-cake,Tomato Soup Cake,dessert,dessert
corpus-titled-devil-s-food-cake,Devil'S Food Cake,dessert,dessert
corpus-titled-cranberry-chicken,Cranberry Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-spiced-nuts,Spiced Nuts,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-chili,Chicken Chili,"dinner,lunch",default main → lunch + dinner
corpus-titled-cold-oven-pound-cake,Cold Oven Pound Cake,dessert,dessert
corpus-titled-apricot-nectar-cake,Apricot Nectar Cake,dessert,dessert
corpus-titled-lemon-curd,Lemon Curd,"dinner,lunch",default main → lunch + dinner
corpus-titled-oriental-salad,Oriental Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-vidalia-onion-casserole,Vidalia Onion Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-stuffed-pork-chops,Stuffed Pork Chops,"dinner,lunch",default main → lunch + dinner
corpus-titled-whoopie-pies,Whoopie Pies,dessert,dessert
corpus-titled-italian-pasta-salad,Italian Pasta Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-creamy-rice-pudding,Creamy Rice Pudding,dessert,dessert
corpus-titled-crab-casserole,Crab Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-summer-sausage,Summer Sausage,"dinner,lunch",default main → lunch + dinner
corpus-titled-pecan-pie-bars,Pecan Pie Bars,dessert,dessert
corpus-titled-corn-souffle,Corn Souffle,"dinner,lunch",default main → lunch + dinner
corpus-titled-pear-relish,Pear Relish,"dinner,lunch",default main → lunch + dinner
corpus-titled-pepper-jelly,Pepper Jelly,"dinner,lunch",default main → lunch + dinner
corpus-titled-green-beans,Green Beans,"dinner,lunch",default main → lunch + dinner
corpus-titled-peanut-butter-brownies,Peanut Butter Brownies,dessert,dessert
corpus-titled-cheese-grits,Cheese Grits,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-chip-cheesecake,Chocolate Chip Cheesecake,dessert,dessert
corpus-titled-alfredo-sauce,Alfredo Sauce,"dinner,lunch",default main → lunch + dinner
corpus-titled-corned-beef-and-cabbage,Corned Beef And Cabbage,"dinner,lunch",default main → lunch + dinner
corpus-titled-beef-barbecue,Beef Barbecue,"dinner,lunch",default main → lunch + dinner
corpus-titled-soft-sugar-cookies,Soft Sugar Cookies,dessert,dessert
corpus-titled-thumbprint-cookies,Thumbprint Cookies,dessert,dessert
corpus-titled-cream-of-mushroom-soup,Cream Of Mushroom Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-curry-dip,Curry Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-gumbo,Chicken Gumbo,"dinner,lunch",default main → lunch + dinner
corpus-titled-swiss-vegetable-medley,Swiss Vegetable Medley,"dinner,lunch",default main → lunch + dinner
corpus-titled-beef-brisket,Beef Brisket,"dinner,lunch",default main → lunch + dinner
corpus-titled-onion-casserole,Onion Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-turkey-casserole,Turkey Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-brownies,Chocolate Brownies,dessert,dessert
corpus-titled-shrimp-etouffee,Shrimp Etouffee,"dinner,lunch",default main → lunch + dinner
corpus-titled-chow-chow,Chow Chow,"dinner,lunch",default main → lunch + dinner
corpus-titled-buttercream-frosting,Buttercream Frosting,"dinner,lunch",default main → lunch + dinner
corpus-titled-ham-roll-ups,Ham Roll-Ups,"dinner,lunch",default main → lunch + dinner
corpus-titled-applesauce-cookies,Applesauce Cookies,dessert,dessert
corpus-titled-rhubarb-crunch,Rhubarb Crunch,"dinner,lunch",default main → lunch + dinner
corpus-titled-party-chicken,Party Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-grasshopper-pie,Grasshopper Pie,dessert,dessert
corpus-titled-brown-sugar-pound-cake,Brown Sugar Pound Cake,dessert,dessert
corpus-titled-fish-chowder,Fish Chowder,"dinner,lunch",default main → lunch + dinner
corpus-titled-pigs-in-a-blanket,Pigs In A Blanket,"dinner,lunch",default main → lunch + dinner
corpus-titled-tortellini-soup,Tortellini Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-fresh-fruit-dip,Fresh Fruit Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-morning-glory-muffins,Morning Glory Muffins,"dinner,lunch",default main → lunch + dinner
corpus-titled-frozen-salad,Frozen Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-flan,Flan,dessert,dessert
corpus-titled-parmesan-potatoes,Parmesan Potatoes,"dinner,lunch",default main → lunch + dinner
corpus-titled-soft-molasses-cookies,Soft Molasses Cookies,dessert,dessert
corpus-titled-cranberry-nut-bread,Cranberry Nut Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-teriyaki-sauce,Teriyaki Sauce,"dinner,lunch",default main → lunch + dinner
corpus-titled-peach-ice-cream,Peach Ice Cream,dessert,dessert
corpus-titled-sunday-brunch,Sunday Brunch,"breakfast,lunch",brunch → breakfast + lunch
corpus-titled-bourbon-balls,Bourbon Balls,"dinner,lunch",default main → lunch + dinner
corpus-titled-potatoes-au-gratin,Potatoes Au Gratin,"dinner,lunch",default main → lunch + dinner
corpus-titled-seven-layer-cookies,Seven Layer Cookies,dessert,dessert
corpus-titled-chili-beans,Chili Beans,"dinner,lunch",default main → lunch + dinner
corpus-titled-fudge-cake,Fudge Cake,dessert,dessert
corpus-titled-flour-tortillas,Flour Tortillas,"dinner,lunch",default main → lunch + dinner
corpus-titled-sesame-chicken,Sesame Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-baked-fish,Baked Fish,"dinner,lunch",default main → lunch + dinner
corpus-titled-cowboy-beans,Cowboy Beans,"dinner,lunch",default main → lunch + dinner
corpus-titled-salmon-cakes,Salmon Cakes,dessert,dessert
corpus-titled-apricot-chicken,Apricot Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-barbecue-beans,Barbecue Beans,"dinner,lunch",default main → lunch + dinner
corpus-titled-creamy-potato-soup,Creamy Potato Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-apple-muffins,Apple Muffins,"dinner,lunch",default main → lunch + dinner
corpus-titled-squash-pickles,Squash Pickles,"dinner,lunch",default main → lunch + dinner
corpus-titled-sourdough-starter,Sourdough Starter,"dinner,lunch",default main → lunch + dinner
corpus-titled-dirt-pudding,Dirt Pudding,dessert,dessert
corpus-titled-caramel-apple-dip,Caramel Apple Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-eclair,Chocolate Eclair,dessert,dessert
corpus-titled-cracker-jacks,Cracker Jacks,"dinner,lunch",default main → lunch + dinner
corpus-titled-lime-salad,Lime Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-pulled-pork,Pulled Pork,"dinner,lunch",default main → lunch + dinner
corpus-titled-boiled-custard,Boiled Custard,dessert,dessert
corpus-titled-lemon-sauce,Lemon Sauce,"dinner,lunch",default main → lunch + dinner
corpus-titled-sour-cream-enchiladas,Sour Cream Enchiladas,"dinner,lunch",default main → lunch + dinner
corpus-titled-sausage-and-egg-casserole,Sausage And Egg Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-date-pudding,Date Pudding,dessert,dessert
corpus-titled-chicken-chow-mein,Chicken Chow Mein,"dinner,lunch",default main → lunch + dinner
corpus-titled-apple-crumb-pie,Apple Crumb Pie,dessert,dessert
corpus-titled-chocolate-chip-oatmeal-cookies,Chocolate Chip Oatmeal Cookies,dessert,dessert
corpus-titled-pimento-cheese,Pimento Cheese,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-cherry-cake,Chocolate Cherry Cake,dessert,dessert
corpus-titled-white-fruit-cake,White Fruit Cake,dessert,dessert
corpus-titled-oatmeal-pancakes,Oatmeal Pancakes,breakfast,breakfast
corpus-titled-german-apple-cake,German Apple Cake,dessert,dessert
corpus-titled-brown-sugar-cookies,Brown Sugar Cookies,dessert,dessert
corpus-titled-chocolate-mayonnaise-cake,Chocolate Mayonnaise Cake,dessert,dessert
corpus-titled-macaroni-and-cheese-casserole,Macaroni And Cheese Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-cucumber-relish,Cucumber Relish,"dinner,lunch",default main → lunch + dinner
corpus-titled-broccoli-and-cheese-casserole,Broccoli And Cheese Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-pepperoni-bread,Pepperoni Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-beef-enchiladas,Beef Enchiladas,"dinner,lunch",default main → lunch + dinner
corpus-titled-boston-baked-beans,Boston Baked Beans,"dinner,lunch",default main → lunch + dinner
corpus-titled-zucchini-fritters,Zucchini Fritters,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheese-fondue,Cheese Fondue,"dinner,lunch",default main → lunch + dinner
corpus-titled-grape-salad,Grape Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-watergate-cake,Watergate Cake,dessert,dessert
corpus-titled-black-walnut-cake,Black Walnut Cake,dessert,dessert
corpus-titled-chicken-parmigiana,Chicken Parmigiana,"dinner,lunch",default main → lunch + dinner
corpus-titled-pumpkin-chiffon-pie,Pumpkin Chiffon Pie,dessert,dessert
corpus-titled-cream-of-potato-soup,Cream Of Potato Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-southern-fried-chicken,Southern Fried Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-turtles,Turtles,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheeseburger-casserole,Cheeseburger Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-strawberry-ice-cream,Strawberry Ice Cream,dessert,dessert
corpus-titled-vegetable-medley,Vegetable Medley,"dinner,lunch",default main → lunch + dinner
corpus-titled-stuffing,Stuffing,"dinner,lunch",default main → lunch + dinner
corpus-titled-peanut-butter-squares,Peanut Butter Squares,"dinner,lunch",default main → lunch + dinner
corpus-titled-squash-fritters,Squash Fritters,"dinner,lunch",default main → lunch + dinner
corpus-titled-shoo-fly-pie,Shoo-Fly Pie,dessert,dessert
corpus-titled-champagne-punch,Champagne Punch,"dinner,lunch",default main → lunch + dinner
corpus-titled-broccoli-cauliflower-salad,Broccoli-Cauliflower Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-spice-cake,Spice Cake,dessert,dessert
corpus-titled-chocolate-pudding-cake,Chocolate Pudding Cake,dessert,dessert
corpus-titled-crabmeat-dip,Crabmeat Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-beet-salad,Beet Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-cranberry-punch,Cranberry Punch,"dinner,lunch",default main → lunch + dinner
corpus-titled-irish-stew,Irish Stew,"dinner,lunch",default main → lunch + dinner
corpus-titled-broccoli-dip,Broccoli Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-squash-relish,Squash Relish,"dinner,lunch",default main → lunch + dinner
corpus-titled-swedish-apple-pie,Swedish Apple Pie,dessert,dessert
corpus-titled-gumbo,Gumbo,"dinner,lunch",default main → lunch + dinner
corpus-titled-sausage-rolls,Sausage Rolls,"dinner,lunch",default main → lunch + dinner
corpus-titled-bbq-sauce,Bbq Sauce,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-bake,Chicken Bake,"dinner,lunch",default main → lunch + dinner
corpus-titled-pecan-tarts,Pecan Tarts,dessert,dessert
corpus-titled-vinegar-pie,Vinegar Pie,dessert,dessert
corpus-titled-sweet-potato-bread,Sweet Potato Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-snowball-cake,Snowball Cake,dessert,dessert
corpus-titled-egg-salad,Egg Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-toll-house-pie,Toll House Pie,dessert,dessert
corpus-titled-fried-cabbage,Fried Cabbage,"dinner,lunch",default main → lunch + dinner
corpus-titled-black-bottom-cupcakes,Black Bottom Cupcakes,dessert,dessert
corpus-titled-russian-tea-cakes,Russian Tea Cakes,dessert,dessert
corpus-titled-rhubarb-jam,Rhubarb Jam,"dinner,lunch",default main → lunch + dinner
corpus-titled-freezer-slaw,Freezer Slaw,"dinner,lunch",default main → lunch + dinner
corpus-titled-spaghetti-carbonara,Spaghetti Carbonara,"dinner,lunch",default main → lunch + dinner
corpus-titled-hot-cheese-dip,Hot Cheese Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-ham-balls,Ham Balls,"dinner,lunch",default main → lunch + dinner
corpus-titled-crab-quiche,Crab Quiche,"dinner,lunch",default main → lunch + dinner
corpus-titled-graham-cracker-cookies,Graham Cracker Cookies,dessert,dessert
corpus-titled-chocolate-chip-bars,Chocolate Chip Bars,"dinner,lunch",default main → lunch + dinner
corpus-titled-squash-patties,Squash Patties,"dinner,lunch",default main → lunch + dinner
corpus-titled-roast,Roast,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-cheesecake,Chocolate Cheesecake,dessert,dessert
corpus-titled-creamed-corn,Creamed Corn,"dinner,lunch",default main → lunch + dinner
corpus-titled-spaghetti-and-meatballs,Spaghetti And Meatballs,"dinner,lunch",default main → lunch + dinner
corpus-titled-tex-mex-dip,Tex-Mex Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-cream-cheese-pie,Cream Cheese Pie,dessert,dessert
corpus-titled-sweet-potato-balls,Sweet Potato Balls,"dinner,lunch",default main → lunch + dinner
corpus-titled-blueberry-crunch,Blueberry Crunch,"dinner,lunch",default main → lunch + dinner
corpus-titled-ice-cream-pie,Ice Cream Pie,dessert,dessert
corpus-titled-blueberry-coffee-cake,Blueberry Coffee Cake,dessert,dessert
corpus-titled-teriyaki-chicken,Teriyaki Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheesy-potato-casserole,Cheesy Potato Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-no-bake-oatmeal-cookies,No Bake Oatmeal Cookies,dessert,dessert
corpus-titled-s-sugar-cookies,S Sugar Cookies,dessert,dessert
corpus-titled-cheese-roll,Cheese Roll,"dinner,lunch",default main → lunch + dinner
corpus-titled-funnel-cake,Funnel Cake,dessert,dessert
corpus-titled-scalloped-tomatoes,Scalloped Tomatoes,"dinner,lunch",default main → lunch + dinner
corpus-titled-salmon-ball,Salmon Ball,"dinner,lunch",default main → lunch + dinner
corpus-titled-dirt,Dirt,"dinner,lunch",default main → lunch + dinner
corpus-titled-avocado-dip,Avocado Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-picante-sauce,Picante Sauce,"dinner,lunch",default main → lunch + dinner
corpus-titled-italian-meat-loaf,Italian Meat Loaf,"dinner,lunch",default main → lunch + dinner
corpus-titled-refried-beans,Refried Beans,"dinner,lunch",default main → lunch + dinner
corpus-titled-pasta-e-fagioli,Pasta E Fagioli,"dinner,lunch",default main → lunch + dinner
corpus-titled-spinach-artichoke-dip,Spinach Artichoke Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-mango-salsa,Mango Salsa,"dinner,lunch",default main → lunch + dinner
corpus-titled-dishpan-cookies,Dishpan Cookies,dessert,dessert
corpus-titled-creamy-banana-pudding,Creamy Banana Pudding,dessert,dessert
corpus-titled-fruit-pie,Fruit Pie,dessert,dessert
